iter	MultiClass
0	1.071962796
1	0.8639715144
2	0.7265321499
3	0.6134521341
4	0.5307051145
5	0.4579371198
6	0.3992422136
7	0.3502381437
8	0.3089524859
9	0.2738869949
10	0.2438105293
11	0.2179149418
12	0.1955583982
13	0.176382704
14	0.1591669386
15	0.1452977618
16	0.1324742997
17	0.1213154331
18	0.1119825299
19	0.1034568785
20	0.0953994761
21	0.08864084223
22	0.08309928388
23	0.07792650337
24	0.07303080838
25	0.06856744471
26	0.06484581125
27	0.06183250763
28	0.05891946851
29	0.0560546046
30	0.05402736265
31	0.05205645705
32	0.05049236574
33	0.04844449552
34	0.04696963277
35	0.04568776232
36	0.04432781675
37	0.04300835944
38	0.04194532524
39	0.04116177224
40	0.04047992782
41	0.03998434769
42	0.03894663167
43	0.03812994214
44	0.0373634016
45	0.03681689787
46	0.03609595523
47	0.03548405662
48	0.0349014672
49	0.03418541197
50	0.0338066085
51	0.03322439017
52	0.03275320667
53	0.03227787749
54	0.03193353421
55	0.03152941693
56	0.0310835566
57	0.03062922849
58	0.03015725148
59	0.02975359607
60	0.0294739772
61	0.02924226198
62	0.02905617318
63	0.02873808657
64	0.02832136965
65	0.02798239341
66	0.02774891297
67	0.0275148373
68	0.0271854524
69	0.02696386918
70	0.0268268727
71	0.02671079226
72	0.02635619914
73	0.02608455046
74	0.02590716419
75	0.02572385218
76	0.02555163386
77	0.02530757381
78	0.02488096468
79	0.0246486976
80	0.02452188835
81	0.0243225963
82	0.02417536693
83	0.02400789791
84	0.02383457368
85	0.02369062094
86	0.02343750177
87	0.02316604558
88	0.0229994616
89	0.02285598465
90	0.02268539211
91	0.02254327298
92	0.0223479973
93	0.02216975559
94	0.0220761894
95	0.02199081478
96	0.02169490961
97	0.02153915719
98	0.02138391989
99	0.02116517832
100	0.02104138884
101	0.02091998199
102	0.0207820849
103	0.02064114981
104	0.02049262272
105	0.02025739396
106	0.02010151998
107	0.01991402419
108	0.01978556257
109	0.01969911767
110	0.0195779223
111	0.01941302079
112	0.01933712506
113	0.01924842445
114	0.01917593753
115	0.01907968003
116	0.01895246083
117	0.01886747165
118	0.01878790685
119	0.01870026682
120	0.01859815435
121	0.01835928977
122	0.0181353278
123	0.01800674534
124	0.01789434237
125	0.01775990905
126	0.01769546965
127	0.0175996911
128	0.01753467893
129	0.01745344012
130	0.01731010573
131	0.01723958297
132	0.01713789042
133	0.01708748677
134	0.01689670591
135	0.01680670448
136	0.01665577447
137	0.01659102276
138	0.01648358946
139	0.01641857079
140	0.01631745258
141	0.01625542376
142	0.01612574972
143	0.01605090142
144	0.01598459876
145	0.01588096828
146	0.01580349717
147	0.01570654897
148	0.01561442499
149	0.01555008059
150	0.0154699983
151	0.01538305391
152	0.01527440978
153	0.01517993982
154	0.01512428919
155	0.01507285185
156	0.01498551269
157	0.01490494785
158	0.01485789542
159	0.0147830327
160	0.01471487118
161	0.01462317121
162	0.01455680588
163	0.01449086792
164	0.01443383445
165	0.01433571098
166	0.01423312544
167	0.01416113009
168	0.01411847295
169	0.01399332798
170	0.01394446674
171	0.01379905268
172	0.01370110864
173	0.01367842974
174	0.01360362482
175	0.01353922365
176	0.01347004199
177	0.01336769537
178	0.01329525264
179	0.01321824167
180	0.01315276166
181	0.01305978776
182	0.01296061455
183	0.01290292189
184	0.0128456237
185	0.01281400673
186	0.01277251003
187	0.01272530202
188	0.01269236952
189	0.01263168017
190	0.01259555168
191	0.01251771291
192	0.01243209073
193	0.0123929791
194	0.01230507826
195	0.01227599044
196	0.01217580011
197	0.01212812958
198	0.01205438598
199	0.01201180502
200	0.01196074431
201	0.01191484214
202	0.01188757017
203	0.01180015942
204	0.01175678509
205	0.011678929
206	0.01164167831
207	0.01159300235
208	0.0115116156
209	0.01147453691
210	0.01142973314
211	0.01138501472
212	0.01134178437
213	0.01128832389
214	0.01124532859
215	0.01119030322
216	0.01114094711
217	0.01108803839
218	0.01104403517
219	0.01102203755
220	0.01098436546
221	0.01093947183
222	0.01087109444
223	0.01083725865
224	0.01079820079
225	0.01074400829
226	0.01070983731
227	0.01067092484
228	0.01064771602
229	0.0106055892
230	0.01056706014
231	0.01053186825
232	0.01047401738
233	0.01044865758
234	0.01041017915
235	0.01037266303
236	0.01035276917
237	0.01031677308
238	0.01026723202
239	0.01022686006
240	0.01015820942
241	0.01012357791
242	0.01005934973
243	0.01001957488
244	0.009976356933
245	0.009956425676
246	0.009919729779
247	0.009889154912
248	0.009863242191
249	0.009812701499
250	0.009788967903
251	0.00975583889
252	0.009712154975
253	0.009669309711
254	0.009645739945
255	0.00959966462
256	0.009562755001
257	0.009526430502
258	0.009498492703
259	0.009426724066
260	0.009399517923
261	0.009377695591
262	0.009348601802
263	0.009316349197
264	0.009288897751
265	0.009269929511
266	0.00923217957
267	0.009211943741
268	0.009182707061
269	0.009115785884
270	0.009055899174
271	0.009025852795
272	0.008995416722
273	0.008971306688
274	0.00894933874
275	0.008914406181
276	0.008885862918
277	0.008869130917
278	0.008842056084
279	0.00883060648
280	0.008789092652
281	0.00876994168
282	0.008747028254
283	0.008713590507
284	0.008659564162
285	0.008635701259
286	0.008609499417
287	0.008577987231
288	0.008554465971
289	0.008519920008
290	0.00850416312
291	0.008429841321
292	0.008381949628
293	0.0083504286
294	0.008318249295
295	0.00828896339
296	0.008263098299
297	0.00820387387
298	0.008176204491
299	0.008152457647
300	0.008130192244
301	0.008111170668
302	0.008082424226
303	0.0080603505
304	0.008034664582
305	0.007968640219
306	0.00793319991
307	0.007915522245
308	0.007885487456
309	0.007859646465
310	0.007827557767
311	0.007800420795
312	0.00777816078
313	0.00773511893
314	0.007708731449
315	0.007656500709
316	0.007628694444
317	0.007594744224
318	0.007549968169
319	0.007504832449
320	0.00748617147
321	0.00744910496
322	0.00741636865
323	0.007380075515
324	0.007349967886
325	0.007319769592
326	0.007295200881
327	0.007278263323
328	0.007256073223
329	0.007225066048
330	0.007154312992
331	0.00711689881
332	0.007088455735
333	0.007072843365
334	0.007048019079
335	0.007025814304
336	0.00700375664
337	0.006989170273
338	0.006980150443
339	0.006957275183
340	0.006942379598
341	0.006926818809
342	0.00690365817
343	0.006883340823
344	0.006858855384
345	0.006844672823
346	0.006825430339
347	0.006804139406
348	0.006788373006
349	0.006758918944
350	0.006738590111
351	0.006724607548
352	0.006710729154
353	0.006699931841
354	0.006679444596
355	0.006660246537
356	0.006651358623
357	0.006623024494
358	0.006608399535
359	0.006582238761
360	0.00656999797
361	0.006543426314
362	0.00653229617
363	0.006511712961
364	0.006487831444
365	0.006466919177
366	0.006423995564
367	0.006409177343
368	0.00639675844
369	0.006385318443
370	0.006355300544
371	0.00632875515
372	0.006309013448
373	0.006294638744
374	0.006282086499
375	0.006267082082
376	0.00624778862
377	0.006237833774
378	0.00622924541
379	0.006211886772
380	0.006191131964
381	0.006179873662
382	0.006160974695
383	0.006148010179
384	0.00613276598
385	0.006103448567
386	0.006089034876
387	0.006070506376
388	0.0060502473
389	0.006038778474
390	0.006022488068
391	0.006006069017
392	0.005979373196
393	0.00596311535
394	0.005935937133
395	0.005919504057
396	0.005902031249
397	0.005889028641
398	0.005873610423
399	0.005865883415
400	0.005850638573
401	0.005830439189
402	0.00582111685
403	0.005810253369
404	0.005796952453
405	0.00578478186
406	0.005764104743
407	0.005739664091
408	0.005723366752
409	0.005686087353
410	0.005672330617
411	0.005660427811
412	0.005637901086
413	0.005627459575
414	0.005602197058
415	0.005593270324
416	0.005576763368
417	0.005564202929
418	0.005554298819
419	0.005542742379
420	0.005529035854
421	0.005519696044
422	0.005512861341
423	0.005489625633
424	0.005476699738
425	0.005455213352
426	0.005446217644
427	0.005422741518
428	0.00541235646
429	0.005403889998
430	0.005391349887
431	0.005376166335
432	0.005364947863
433	0.005351729358
434	0.005341518008
435	0.005322871134
436	0.005308084737
437	0.005288181946
438	0.005275225013
439	0.005257753996
440	0.005240892641
441	0.005226199312
442	0.005206032018
443	0.00517837539
444	0.00516144068
445	0.005147809672
446	0.005134412649
447	0.005127818809
448	0.005112716924
449	0.005102985163
450	0.005092682526
451	0.005068887946
452	0.005057776663
453	0.0050403244
454	0.005027324708
455	0.005012203964
456	0.004993938161
457	0.004981503157
458	0.004965948272
459	0.004957126007
460	0.004942878613
461	0.004934288522
462	0.004922878851
463	0.004911521618
464	0.004905714669
465	0.004891930312
466	0.004886141328
467	0.004873702818
468	0.004852436573
469	0.00483332459
470	0.004820325018
471	0.004806816093
472	0.004788789355
473	0.00478092875
474	0.0047665714
475	0.00475210952
476	0.00474354049
477	0.004735257229
478	0.004717822946
479	0.004712475532
480	0.00469872545
481	0.004689606948
482	0.004682769193
483	0.004670836734
484	0.004665239469
485	0.004651754029
486	0.004640825556
487	0.004627078175
488	0.004613934493
489	0.004606337529
490	0.004590278931
491	0.004585098592
492	0.004576351363
493	0.004570750728
494	0.00456373891
495	0.00455445947
496	0.004547852018
497	0.004538922849
498	0.004529479445
499	0.00452210672
500	0.004509671928
501	0.004498427171
502	0.004490596089
503	0.004468505071
504	0.004455895188
505	0.004447164566
506	0.00444006561
507	0.004430621967
508	0.004420715247
509	0.004410209752
510	0.004404240929
511	0.004386325525
512	0.004375181516
513	0.004360260946
514	0.004352813339
515	0.004339119538
516	0.00433298313
517	0.004321491663
518	0.004312440659
519	0.004308595816
520	0.00430271531
521	0.004293060366
522	0.004288602382
523	0.004284160709
524	0.004269137177
525	0.004264394577
526	0.004254816047
527	0.004245632026
528	0.004236253951
529	0.004224400975
530	0.004217143307
531	0.004207990099
532	0.004200078283
533	0.004191640624
534	0.004183681331
535	0.004175415149
536	0.004166162377
537	0.004161501695
538	0.004152634544
539	0.004147406132
540	0.004134237446
541	0.004126147174
542	0.004117306496
543	0.004108454522
544	0.004102617275
545	0.004097509693
546	0.004090016898
547	0.004079782499
548	0.004071999025
549	0.004068352608
550	0.004060995319
551	0.004052508658
552	0.004046428142
553	0.004040422834
554	0.004032562486
555	0.004028058097
556	0.00401297951
557	0.004004575119
558	0.003984971824
559	0.003977417034
560	0.003968042747
561	0.003953958882
562	0.003950377663
563	0.003943515118
564	0.003939414231
565	0.003933780379
566	0.003923925677
567	0.003911831654
568	0.003905632678
569	0.00389874287
570	0.003890849597
571	0.003886029046
572	0.003876585413
573	0.003873059587
574	0.003868203442
575	0.003863556797
576	0.003860198693
577	0.003853040916
578	0.003844134153
579	0.003836613639
580	0.003826977966
581	0.003818231055
582	0.003812706671
583	0.003807275997
584	0.003802883943
585	0.003796251967
586	0.003790521199
587	0.003780937421
588	0.003775084974
589	0.003764916907
590	0.003759074826
591	0.003745652105
592	0.003737923738
593	0.003733682226
